Headline,source,class
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CM_wftcBn8AqFPQtDMD;_ylu=X3oDMTByZnU4cmNpBGNvbG8DYmYxBHBvcwM5BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031679/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fcompanies-to-watch-bks-fb-t-snap-amzn-150449210.html/RK=2/RS=NbsYnhFyC9blwt2NFniXuyNOmKk-"" target=""_blank"" title=""Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming services"">Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming...",Yahoo Finance,
Here's Why Beyond Meat Rose as Much as 36.5% Today,Motley Fool via Yahoo Finance,
The Most Popular Kids’ Shows in America Aren’t What You Think They Are,Fatherly via Yahoo News,
PSA: The Viral Work Slacks That Feel Like Yoga Pants Also Come in Super-Cute Capris,People via Yahoo News,
Blackstone Plans $6.8 Billion European Urban Warehouse Unit,Bloomberg via Yahoo Finance,
A Durable Cast-Iron Skillet is the Only Pan You'll Ever Need,Best Products via Yahoo News,
You Need This Fuzzy Taco Sleeping Bag Blanket So You Can Hide All Weekend Long,Good Housekeeping via Yahoo News,
"30 Smart Ways to Spend $1,000",Kiplinger via Yahoo Finance,
AMC To Adapt Mona Awad’s ‘Bunny’ Novel For TV; Megan Mostyn-Brown To Pen Pilot,Deadline via Yahoo News,
Analyst Survey: Disney+ Poised to Take the Streaming Market by Storm,Indiewire via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CM_wftcBn8AqFPQtDMD;_ylu=X3oDMTByZnU4cmNpBGNvbG8DYmYxBHBvcwM5BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031679/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fcompanies-to-watch-bks-fb-t-snap-amzn-150449210.html/RK=2/RS=NbsYnhFyC9blwt2NFniXuyNOmKk-"" target=""_blank"" title=""Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming services"">Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming...",Yahoo Finance,
Here's Why Beyond Meat Rose as Much as 36.5% Today,Motley Fool via Yahoo Finance,
The Most Popular Kids’ Shows in America Aren’t What You Think They Are,Fatherly via Yahoo News,
PSA: The Viral Work Slacks That Feel Like Yoga Pants Also Come in Super-Cute Capris,People via Yahoo News,
Blackstone Plans $6.8 Billion European Urban Warehouse Unit,Bloomberg via Yahoo Finance,
A Durable Cast-Iron Skillet is the Only Pan You'll Ever Need,Best Products via Yahoo News,
You Need This Fuzzy Taco Sleeping Bag Blanket So You Can Hide All Weekend Long,Good Housekeeping via Yahoo News,
"30 Smart Ways to Spend $1,000",Kiplinger via Yahoo Finance,
AMC To Adapt Mona Awad’s ‘Bunny’ Novel For TV; Megan Mostyn-Brown To Pen Pilot,Deadline via Yahoo News,
Analyst Survey: Disney+ Poised to Take the Streaming Market by Storm,Indiewire via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CM_wftcBn8AqFPQtDMD;_ylu=X3oDMTByZnU4cmNpBGNvbG8DYmYxBHBvcwM5BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031679/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fcompanies-to-watch-bks-fb-t-snap-amzn-150449210.html/RK=2/RS=NbsYnhFyC9blwt2NFniXuyNOmKk-"" target=""_blank"" title=""Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming services"">Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming...",Yahoo Finance,
Here's Why Beyond Meat Rose as Much as 36.5% Today,Motley Fool via Yahoo Finance,
The Most Popular Kids’ Shows in America Aren’t What You Think They Are,Fatherly via Yahoo News,
PSA: The Viral Work Slacks That Feel Like Yoga Pants Also Come in Super-Cute Capris,People via Yahoo News,
Blackstone Plans $6.8 Billion European Urban Warehouse Unit,Bloomberg via Yahoo Finance,
A Durable Cast-Iron Skillet is the Only Pan You'll Ever Need,Best Products via Yahoo News,
You Need This Fuzzy Taco Sleeping Bag Blanket So You Can Hide All Weekend Long,Good Housekeeping via Yahoo News,
"30 Smart Ways to Spend $1,000",Kiplinger via Yahoo Finance,
AMC To Adapt Mona Awad’s ‘Bunny’ Novel For TV; Megan Mostyn-Brown To Pen Pilot,Deadline via Yahoo News,
Analyst Survey: Disney+ Poised to Take the Streaming Market by Storm,Indiewire via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CM_wftcBn8AqFPQtDMD;_ylu=X3oDMTByZnU4cmNpBGNvbG8DYmYxBHBvcwM5BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031679/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fcompanies-to-watch-bks-fb-t-snap-amzn-150449210.html/RK=2/RS=NbsYnhFyC9blwt2NFniXuyNOmKk-"" target=""_blank"" title=""Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming services"">Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming...",Yahoo Finance,
Here's Why Beyond Meat Rose as Much as 36.5% Today,Motley Fool via Yahoo Finance,
The Most Popular Kids’ Shows in America Aren’t What You Think They Are,Fatherly via Yahoo News,
PSA: The Viral Work Slacks That Feel Like Yoga Pants Also Come in Super-Cute Capris,People via Yahoo News,
Blackstone Plans $6.8 Billion European Urban Warehouse Unit,Bloomberg via Yahoo Finance,
A Durable Cast-Iron Skillet is the Only Pan You'll Ever Need,Best Products via Yahoo News,
You Need This Fuzzy Taco Sleeping Bag Blanket So You Can Hide All Weekend Long,Good Housekeeping via Yahoo News,
"30 Smart Ways to Spend $1,000",Kiplinger via Yahoo Finance,
AMC To Adapt Mona Awad’s ‘Bunny’ Novel For TV; Megan Mostyn-Brown To Pen Pilot,Deadline via Yahoo News,
Analyst Survey: Disney+ Poised to Take the Streaming Market by Storm,Indiewire via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CM_wftcBn8AqFPQtDMD;_ylu=X3oDMTByZnU4cmNpBGNvbG8DYmYxBHBvcwM5BHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031679/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fcompanies-to-watch-bks-fb-t-snap-amzn-150449210.html/RK=2/RS=NbsYnhFyC9blwt2NFniXuyNOmKk-"" target=""_blank"" title=""Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming services"">Companies to Watch: Barnes &amp; Noble going private, Facebook overhauls teams, AT&amp;T reviews streaming...",Yahoo Finance,
Here's Why Beyond Meat Rose as Much as 36.5% Today,Motley Fool via Yahoo Finance,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
Dietitians Actually Love Beyond Meat’s Plant-Based Products—But There’s a Catch,Prevention via Yahoo News,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
Dietitians Actually Love Beyond Meat’s Plant-Based Products—But There’s a Catch,Prevention via Yahoo News,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
Dietitians Actually Love Beyond Meat’s Plant-Based Products—But There’s a Catch,Prevention via Yahoo News,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
Dietitians Actually Love Beyond Meat’s Plant-Based Products—But There’s a Catch,Prevention via Yahoo News,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
Dietitians Actually Love Beyond Meat’s Plant-Based Products—But There’s a Catch,Prevention via Yahoo News,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
Dietitians Actually Love Beyond Meat’s Plant-Based Products—But There’s a Catch,Prevention via Yahoo News,
Kate Spade's Husband Posts Heartbreaking Tribute on 1-Year Anniversary of Her Death,Entertainment Tonight via Yahoo News,
"<a style=""font-size:16px;"" href=""https://r.search.yahoo.com/_ylt=AwrC0CZFwftclSEArQjQtDMD;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1560031685/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fzacks-value-trader-highlights-xcel-144002962.html/RK=2/RS=G1lTIm98BppG_nQ13X5C7UMTQtw-"" target=""_blank"" title=""Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond"">Zacks Value Trader Highlights: Xcel Brands, Williams-Sonoma, J.Jill, Macy's and Bed Bath &amp; Beyond",Zacks via Yahoo Finance,
Season 3 of ‘The Marvelous Mrs. Maisel’ Just Added a Royal to the Cast,PureWow via Yahoo News,
Hedge fund buys struggling book retailer Barnes &amp; Noble,AFP via Yahoo News,
"Circle of Confusion Adds Managers Antonio D’Intino &amp; Samantha Starr, Promotes Andrew Olson",Deadline via Yahoo News,
"The Zacks Analyst Blog Highlights: Walmart, Target and Dollar General",Zacks via Yahoo Finance,
The 11 Best Non-Food Items You Should Buy at Trader Joe's,Real Simple via Yahoo News,
Nio Stock Price Could Hit Zero,InvestorPlace via Yahoo Finance,
Russia's Latest Internet Crackdown Targets Tools for Avoiding Online Censorship,Fortune via Yahoo Finance,
